ITEM¹øÈ£	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	»óÁ¡ ÆÇ¸Å°¡	»óÁ¡¿¡¼­ »ì ¶§	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON
2156	È£¾Æ°¢±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	81500	2157	358	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	44	50	2	-1
2157	È£¾Æ°¢±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	110000	2158	359	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	55	65	2	-1
2158	È£¾Æ°¢±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	154000	2159	360	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	66	80	2	-1
2159	È£¾Æ°¢±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	20000	231000	0	0	15	LEVEL	30	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_NONE	0	APPLY_NONE	0	0	0	0	85	178	79	100	2	-1
2160	ÁøÈ²·æ´ë±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	250000	2161	502	15	LEVEL	80	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_DEVIL	2	APPLY_ATTBONUS_HUMAN	2	0	0	0	187	293	138	0	3	0
2161	ÁøÈ²·æ´ë±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	275000	2162	503	15	LEVEL	80	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_DEVIL	3	APPLY_ATTBONUS_HUMAN	3	0	0	0	187	289	143	0	3	0
2162	ÁøÈ²·æ´ë±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	305000	2163	504	15	LEVEL	82	LIMIT_NONE	0	APPLY_ATT_SPEED	16	APPLY_ATTBONUS_DEVIL	4	APPLY_ATTBONUS_HUMAN	4	0	0	0	187	285	149	0	3	0
2163	ÁøÈ²·æ´ë±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	2164	505	15	LEVEL	82	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_ATTBONUS_DEVIL	5	APPLY_ATTBONUS_HUMAN	5	0	0	0	187	281	156	0	3	0
2164	ÁøÈ²·æ´ë±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	415000	2165	506	15	LEVEL	84	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_ATTBONUS_DEVIL	6	APPLY_ATTBONUS_HUMAN	6	0	0	0	187	276	164	30	3	0
2165	ÁøÈ²·æ´ë±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	520000	2166	507	15	LEVEL	84	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_ATTBONUS_DEVIL	7	APPLY_ATTBONUS_HUMAN	7	0	0	0	187	271	173	40	3	0
2166	ÁøÈ²·æ´ë±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	680000	2167	508	15	LEVEL	86	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_ATTBONUS_DEVIL	8	APPLY_ATTBONUS_HUMAN	8	0	0	0	187	266	183	50	3	0
2167	ÁøÈ²·æ´ë±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	915000	2168	509	15	LEVEL	86	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_ATTBONUS_DEVIL	9	APPLY_ATTBONUS_HUMAN	9	0	0	0	187	260	194	65	3	0
2168	ÁøÈ²·æ´ë±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1280000	2169	510	15	LEVEL	88	LIMIT_NONE	0	APPLY_ATT_SPEED	27	APPLY_ATTBONUS_DEVIL	10	APPLY_ATTBONUS_HUMAN	10	0	0	0	187	254	206	80	3	0
2169	ÁøÈ²·æ´ë±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1925000	2370	610	15	LEVEL	90	LIMIT_NONE	0	APPLY_ATT_SPEED	30	APPLY_ATTBONUS_DEVIL	12	APPLY_ATTBONUS_HUMAN	12	0	0	0	187	247	223	100	3	0
2170	Ã¶ÆÐ½Å±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	250000	2171	100	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	17	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	0	0	3	-1
2171	Ã¶ÆÐ½Å±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	275000	2172	101	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	18	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	6	0	3	-1
2172	Ã¶ÆÐ½Å±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	305000	2173	102	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	19	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	13	0	3	-1
2173	Ã¶ÆÐ½Å±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	350000	2174	103	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	20	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	21	0	3	-1
2174	Ã¶ÆÐ½Å±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	415000	2175	104	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	21	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	30	30	3	-1
2175	Ã¶ÆÐ½Å±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	520000	2176	105	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	22	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	40	40	3	-1
2176	Ã¶ÆÐ½Å±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	680000	2177	106	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	23	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	51	50	3	-1
2177	Ã¶ÆÐ½Å±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	915000	2178	107	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	63	65	3	-1
2178	Ã¶ÆÐ½Å±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1280000	2179	108	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	25	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	76	80	3	-1
2179	Ã¶ÆÐ½Å±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	1925000	0	0	15	LEVEL	75	LIMIT_NONE	0	APPLY_ATT_SPEED	26	APPLY_NONE	0	APPLY_NONE	0	0	0	0	190	290	90	100	3	-1
2180	Ã»·æ´ë±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2225000	2181	100	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	2	APPLY_NONE	0	0	0	0	187	293	0	0	3	0
2181	Ã»·æ´ë±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2300000	2182	101	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	3	APPLY_NONE	0	0	0	0	187	293	6	0	3	0
2182	Ã»·æ´ë±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	2675000	2183	102	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	4	APPLY_NONE	0	0	0	0	187	293	13	0	3	0
2183	Ã»·æ´ë±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	3500000	2184	103	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	5	APPLY_NONE	0	0	0	0	187	293	21	0	3	0
2184	Ã»·æ´ë±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	5500000	2185	104	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	6	APPLY_NONE	0	0	0	0	187	293	30	30	3	0
2185	Ã»·æ´ë±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	7000000	2186	105	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	8	APPLY_NONE	0	0	0	0	187	293	40	40	3	0
2186	Ã»·æ´ë±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	7600000	2187	106	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	10	APPLY_NONE	0	0	0	0	187	293	51	50	3	0
2187	Ã»·æ´ë±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	12250000	2188	107	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	12	APPLY_NONE	0	0	0	0	187	293	63	65	3	0
2188	Ã»·æ´ë±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	15000000	2189	108	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	15	APPLY_NONE	0	0	0	0	187	293	76	80	3	0
2189	Ã»·æ´ë±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG | ANTI_SELL	ITEM_TUNABLE	WEAR_WEAPON	NONE	360000	18750000	3059	0	15	LEVEL	70	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_EXP_DOUBLE_BONUS	20	APPLY_NONE	0	0	0	0	187	293	90	100	3	0
2190	¿µ½Å°¢±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	80000	2191	100	15	LEVEL	38	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	0	0	3	0
2191	¿µ½Å°¢±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	90000	2192	101	15	LEVEL	40	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	6	0	3	0
2192	¿µ½Å°¢±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	95000	2193	102	15	LEVEL	42	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	12	0	3	0
2193	¿µ½Å°¢±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	110000	2194	103	15	LEVEL	44	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	18	0	3	0
2194	¿µ½Å°¢±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	135000	2195	104	15	LEVEL	46	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	24	30	3	0
2195	¿µ½Å°¢±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	165000	2196	105	15	LEVEL	48	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	32	40	3	0
2196	¿µ½Å°¢±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	215000	2197	106	15	LEVEL	50	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	41	50	3	0
2197	¿µ½Å°¢±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	295000	2198	107	15	LEVEL	52	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	51	65	3	0
2198	¿µ½Å°¢±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	410000	2199	108	15	LEVEL	54	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	62	80	3	0
2199	¿µ½Å°¢±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	80000	615000	0	0	15	LEVEL	56	LIMIT_NONE	0	APPLY_ATT_SPEED	24	APPLY_NONE	0	APPLY_NONE	0	0	0	0	106	206	74	100	3	0
2370	Ãµ·æÁö±Ã+0	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	120000	2371	601	0	LEVEL	87	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	2	APPLY_ATTBONUS_MONSTER	1	0	0	0	237	436	0	0	3	0
2371	Ãµ·æÁö±Ã+1	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	130000	2372	602	0	LEVEL	89	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	3	APPLY_ATTBONUS_MONSTER	1	0	0	0	237	436	10	0	3	0
2372	Ãµ·æÁö±Ã+2	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	145000	2373	603	0	LEVEL	91	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	4	APPLY_ATTBONUS_MONSTER	2	0	0	0	237	436	14	0	3	0
2373	Ãµ·æÁö±Ã+3	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	165000	2374	604	0	LEVEL	93	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	5	APPLY_ATTBONUS_MONSTER	2	0	0	0	237	436	22	0	3	0
2374	Ãµ·æÁö±Ã+4	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	190000	2375	605	0	LEVEL	95	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	6	APPLY_ATTBONUS_MONSTER	3	0	0	0	237	436	33	30	3	0
2375	Ãµ·æÁö±Ã+5	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	220000	2376	606	0	LEVEL	97	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	7	APPLY_ATTBONUS_MONSTER	3	0	0	0	237	436	50	40	3	0
2376	Ãµ·æÁö±Ã+6	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	265000	2377	607	0	LEVEL	99	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	8	APPLY_ATTBONUS_MONSTER	4	0	0	0	237	436	74	50	3	0
2377	Ãµ·æÁö±Ã+7	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	325000	2378	608	0	LEVEL	101	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	10	APPLY_ATTBONUS_MONSTER	4	0	0	0	237	436	111	65	3	0
2378	Ãµ·æÁö±Ã+8	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	405000	2379	609	0	LEVEL	103	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	12	APPLY_ATTBONUS_MONSTER	5	0	0	0	237	436	167	80	3	0
2379	Ãµ·æÁö±Ã+9	ITEM_WEAPON	WEAPON_BOW	2	ANTI_MUSA | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	120000	515000	0	0	0	LEVEL	105	LIMIT_NONE	0	APPLY_ATT_SPEED	15	APPLY_ATTBONUS_HUMAN	15	APPLY_ATTBONUS_MONSTER	5	0	0	0	237	436	250	100	3	0
3000	´ëµµ+0	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	0	3001	28	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	0	0	1	0
3001	´ëµµ+1	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	100	3002	29	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	8	0	1	0
3002	´ëµµ+2	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	100	3003	30	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	16	0	1	0
3003	´ëµµ+3	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	150	3004	31	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	24	0	1	0
3004	´ëµµ+4	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	150	3005	32	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	32	30	1	0
3005	´ëµµ+5	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	200	3006	33	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	40	40	1	0
3006	´ëµµ+6	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	250	3007	34	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	48	50	1	0
3007	´ëµµ+7	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	350	3008	35	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	56	65	1	0
3008	´ëµµ+8	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	500	3009	36	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	64	80	1	0
3009	´ëµµ+9	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	100	750	0	0	15	LEVEL	0	LIMIT_NONE	0	APPLY_ATT_SPEED	36	APPLY_NONE	0	APPLY_NONE	0	0	0	0	14	22	72	100	1	0
3010	ÀåÃ¢+0	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	400	3011	28	15	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	38	APPLY_NONE	0	APPLY_NONE	0	0	0	0	23	33	0	0	1	0
3011	ÀåÃ¢+1	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	500	3012	29	15	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	38	APPLY_NONE	0	APPLY_NONE	0	0	0	0	23	33	8	0	1	0
3012	ÀåÃ¢+2	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	500	3013	30	15	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	38	APPLY_NONE	0	APPLY_NONE	0	0	0	0	23	33	16	0	1	0
3013	ÀåÃ¢+3	ITEM_WEAPON	WEAPON_TWO_HANDED	3	ANTI_ASSASSIN | ANTI_SURA | ANTI_MUDANG	ITEM_TUNABLE	WEAR_WEAPON	NONE	400	500	3014	31	15	LEVEL	5	LIMIT_NONE	0	APPLY_ATT_SPEED	38	APPLY_NONE	0	APPLY_NONE	0	0	0	0	23	33	24	0	1	0
